"prize"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"toy"	0.292029049264954	3.91534427121558e-48	0.292029049264954	0.65	0.51	6.2931328471248e-44
"fmt"	0.49299832986723	8.49511862519998e-48	0.49299832986723	0.377	0.251	1.36542041662839e-43
"trv"	0.418660394246355	1.12964311088316e-47	0.418660394246355	0.685	0.558	1.8156753721225e-43
"FBti0019148"	0.51398375675715	1.31339981067994e-47	0.51398375675715	0.102	0.032	2.11102751570586e-43
"lncRNA:cherub"	0.564356271023995	2.58631352980299e-47	0.564356271023995	0.18	0.087	4.15698173645235e-43
"tna"	0.368134333242736	3.49816667688562e-47	0.368134333242736	0.714	0.601	5.62260329975825e-43
"side-VI"	0.424897360594027	3.8225117123994e-47	0.424897360594027	0.584	0.456	6.14392307533956e-43
"Pkc53E"	0.294241396077023	5.22516507870794e-47	0.294241396077023	0.726	0.595	8.39840783100728e-43
"CG15765"	0.412299664011996	7.03775534317945e-47	0.412299664011996	0.622	0.493	1.13117841630923e-42
"Rab3"	0.436199631283553	1.71655759905628e-46	0.436199631283553	0.525	0.406	2.75902302896316e-42
"GluRIB"	0.309709428496117	6.25284265873686e-46	0.309709428496117	0.668	0.533	1.00501940053878e-41
"olf413"	0.450635784312796	1.26269055629021e-45	0.450635784312796	0.551	0.426	2.02952253112525e-41
"Cirl"	0.347402237192993	1.82666364863122e-45	0.347402237192993	0.617	0.486	2.93599648244495e-41
"unc-104"	0.356315264683255	1.29418694027537e-44	0.356315264683255	0.703	0.588	2.0801466691046e-40
"CG30428"	0.379672175753009	2.14351333305316e-44	0.379672175753009	0.133	0.054	3.44526898021634e-40
"Eip93F"	0.512085572649891	4.14413716775852e-44	0.512085572649891	0.683	0.565	6.66087166973827e-40
"Frq1"	0.362423891588191	9.31150840408626e-44	0.362423891588191	0.435	0.305	1.49663874578878e-39
"Shab"	0.34420674243725	1.00995271994717e-43	0.34420674243725	0.578	0.451	1.62329700677108e-39
"Galphao"	0.322893477342316	1.81257797416212e-43	0.322893477342316	0.729	0.612	2.91335657787077e-39
"fs(1)h"	0.296416212702724	2.4168164887428e-43	0.296416212702724	0.767	0.658	3.8845491423563e-39
"Cow"	0.429195768255836	3.30843949919285e-43	0.429195768255836	0.562	0.442	5.31765480705267e-39
"Tl"	0.469355657793625	5.65184813204256e-43	0.469355657793625	0.284	0.175	9.08421550263201e-39
"Octalpha2R"	0.430764149494224	7.45277733800207e-43	0.430764149494224	0.379	0.257	1.19788490153707e-38
"jus"	0.371792117669373	1.36907092812642e-42	0.371792117669373	0.646	0.525	2.2005077027776e-38
"CG13055"	0.440642891541112	3.47609120423511e-42	0.440642891541112	0.317	0.201	5.58712139256709e-38
"Alk"	0.338825240727661	5.05227267852671e-42	0.338825240727661	0.67	0.552	8.12051787619597e-38
"CanA-14F"	0.306865418948673	9.23369173333932e-42	0.306865418948673	0.705	0.582	1.48413127229963e-37
"cpo"	0.27735542225764	1.38482928484302e-41	0.27735542225764	0.782	0.672	2.22583610952818e-37
"Rbp6"	0.379799375004957	3.40450613542536e-41	0.379799375004957	0.667	0.55	5.47206271146919e-37
"fru"	0.337156288967942	4.1479110491734e-41	0.337156288967942	0.558	0.428	6.66693742933641e-37
"ey"	0.401421701373628	7.91505139677642e-41	0.401421701373628	0.514	0.392	1.27218621100387e-36
"pHCl-1"	0.347021456128498	9.64976509209702e-41	0.347021456128498	0.553	0.427	1.55100674325275e-36
"Imp"	0.40513137326705	1.18875452549582e-40	0.40513137326705	0.443	0.316	1.91068514882943e-36
"mahe"	0.433884372621522	3.02072974172569e-40	0.433884372621522	0.454	0.345	4.8552189138757e-36
"lncRNA:CR46004"	0.472977820708606	3.06699739221656e-40	0.472977820708606	0.174	0.088	4.92958490850968e-36
"mGluR"	0.4312420937305	3.88439148589306e-40	0.4312420937305	0.384	0.264	6.24338243527592e-36
"sgg"	0.311234153080147	4.54088330918419e-40	0.311234153080147	0.69	0.574	7.29856174285176e-36
"CG42788"	0.437439565166019	5.01560720271698e-40	0.437439565166019	0.467	0.356	8.06158545692701e-36
"Atx2"	0.414954322155197	8.49445136907629e-39	0.414954322155197	0.429	0.317	1.36531316855163e-34
"Sema1a"	0.327531978910905	1.49632486575388e-38	0.327531978910905	0.663	0.55	2.40504295672621e-34
"wdb"	0.291694151290544	1.58190709262744e-38	0.291694151290544	0.713	0.599	2.54259926998008e-34
"Lis-1"	0.347212431384933	6.57420456165839e-38	0.347212431384933	0.597	0.478	1.05667189919535e-33
"mamo"	0.417838008144481	7.10280759246372e-38	0.417838008144481	0.634	0.515	1.14163426433669e-33
"Act5C"	0.262700431098315	7.86498254237092e-38	0.262700431098315	0.737	0.624	1.26413864403528e-33
"Zdhhc8"	0.374751047788977	9.87245682890667e-38	0.374751047788977	0.527	0.412	1.58679998611017e-33
"dpr8"	0.343877135966645	1.22892966086464e-37	0.343877135966645	0.605	0.485	1.97525864390774e-33
"sff"	0.418982233555862	1.29627177068091e-37	0.418982233555862	0.41	0.301	2.08349761701543e-33
"GluRIA"	0.34622581717452	1.93420519247438e-37	0.34622581717452	0.578	0.455	3.10884800586407e-33
"Not1"	0.365194037623068	2.60196989283261e-37	0.365194037623068	0.5	0.389	4.18214620874985e-33
"nuf"	0.406642934263555	2.65412818470221e-37	0.406642934263555	0.184	0.097	4.26598023127186e-33
"CG30089"	0.333056513642194	3.26801683917719e-37	0.333056513642194	0.169	0.086	5.2526834656095e-33
"2mit"	0.439622716305105	6.31654267630883e-37	0.439622716305105	0.381	0.268	1.01525790436312e-32
"CG42613"	0.320423577356537	7.81316872097164e-37	0.320423577356537	0.663	0.549	1.25581060852177e-32
"gish"	0.310353173993557	1.17843164736402e-36	0.310353173993557	0.668	0.552	1.89409318680819e-32
"Hipk"	0.351947439898061	1.87631912373016e-36	0.351947439898061	0.588	0.475	3.01580772757148e-32
"CG42784"	0.396428440637181	2.17369133237222e-36	0.396428440637181	0.326	0.217	3.49377407852186e-32
"futsch"	0.274867309126298	2.55285433200437e-36	0.274867309126298	0.759	0.65	4.10320276783063e-32
"Gycbeta100B"	0.359395760387676	2.77963204813983e-36	0.359395760387676	0.249	0.151	4.46770259097514e-32
"shot"	0.351959293798687	2.96676769504845e-36	0.351959293798687	0.529	0.412	4.76848571625137e-32
"Spred"	0.355189837512429	4.19285804961594e-36	0.355189837512429	0.603	0.492	6.73918074314771e-32
"Thd1"	0.329737967819182	4.48929790964409e-36	0.329737967819182	0.547	0.429	7.21564853017094e-32
"PMCA"	0.316663498354825	4.58685627923969e-36	0.316663498354825	0.638	0.529	7.37245409762195e-32
"mask"	0.359932296213963	5.60406868193214e-36	0.359932296213963	0.513	0.398	9.00741959246953e-32
"msn"	0.416193109381418	8.10704003643351e-36	0.416193109381418	0.431	0.321	1.30304454505596e-31
"CG42795"	0.290641095116687	8.13027532665112e-36	0.290641095116687	0.528	0.407	1.30677915325263e-31
"Ca-alpha1D"	0.30384235749183	9.84375533825743e-36	0.30384235749183	0.495	0.375	1.58218679551812e-31
"elav"	0.336281356957098	1.27225651595505e-35	0.336281356957098	0.639	0.53	2.04489789809455e-31
"RhoGAPp190"	0.352051949969566	1.6973873909367e-35	0.352051949969566	0.558	0.445	2.72821075345256e-31
"Hsp67Bc"	0.479487595259821	1.88492075583902e-35	0.479487595259821	0.128	0.058	3.02963313086006e-31
"dlp"	0.475643211312038	2.52278013665534e-35	0.475643211312038	0.207	0.13	4.05486451364613e-31
"kuz"	0.389645475134006	3.01248633985976e-35	0.389645475134006	0.491	0.377	4.84196929405658e-31
"dpr9"	0.306820738549721	3.70798545486747e-35	0.306820738549721	0.632	0.517	5.95984502160848e-31
"CG13293"	0.399379746316807	4.37502620439686e-35	0.399379746316807	0.36	0.259	7.03197961832707e-31
"cic"	0.315342845320799	4.77552628986276e-35	0.315342845320799	0.572	0.46	7.67570340569641e-31
"Elk"	0.413998763208619	6.10733873805017e-35	0.413998763208619	0.354	0.25	9.81632555366803e-31
"CG4502"	0.420985442578841	2.0234957914395e-34	0.420985442578841	0.457	0.347	3.2523647855807e-30
"l(3)L1231"	0.352015637018091	2.05308839098687e-34	0.352015637018091	0.558	0.452	3.2999289708332e-30
"amon"	0.294174811073963	7.51166308761865e-34	0.294174811073963	0.64	0.526	1.20734960807295e-29
"chn"	0.268522807068202	1.39951435206603e-33	0.268522807068202	0.655	0.54	2.24943941807573e-29
"tral"	0.318253433876742	1.7958021925642e-33	0.318253433876742	0.527	0.415	2.88639286410845e-29
"dpr12"	0.34705997033402	7.90584397867435e-33	0.34705997033402	0.58	0.47	1.27070630269233e-28
"igl"	0.300562184235226	8.11741914824631e-33	0.300562184235226	0.66	0.548	1.30471277969763e-28
"sqd"	0.255121735296247	3.44111135600241e-32	0.255121735296247	0.75	0.651	5.53089828250267e-28
"CG32264"	0.30646230384925	1.09858733092266e-31	0.30646230384925	0.743	0.641	1.76575941699198e-27
"E(Pc)"	0.366559797064989	1.19918345416101e-31	0.366559797064989	0.463	0.36	1.92744756587299e-27
"nej"	0.328115571383001	6.55902869978003e-31	0.328115571383001	0.519	0.41	1.05423268291564e-26
"cora"	0.386361145097563	6.82295665192305e-31	0.386361145097563	0.514	0.414	1.09665382266359e-26
"mura"	0.328657070799236	8.06257782915838e-31	0.328657070799236	0.535	0.428	1.29589813448063e-26
"corn"	0.361648821082276	2.34766164436886e-30	0.361648821082276	0.347	0.252	3.77339656099407e-26
"qm"	0.386007244964828	3.34181137877567e-30	0.386007244964828	0.364	0.262	5.37129342910614e-26
"CG43737"	0.350136585727466	6.2676936285935e-30	0.350136585727466	0.443	0.339	1.00740639692383e-25
"Rgk3"	0.322183081274666	8.31336990506602e-30	0.322183081274666	0.532	0.426	1.33620794484126e-25
"Hers"	0.297546067022459	9.34508241984687e-30	0.297546067022459	0.501	0.395	1.50203509734199e-25
"lncRNA:CR31451"	0.446022890955282	2.32217539111291e-29	0.446022890955282	0.476	0.513	3.73243250613578e-25
"NetB"	0.394347554669766	2.58105659263202e-29	0.394347554669766	0.375	0.279	4.14853226133744e-25
"CG43066"	0.308332538645484	2.90199922247851e-29	0.308332538645484	0.404	0.3	4.66438335028971e-25
"larp"	0.331402509069418	3.14978366582848e-29	0.331402509069418	0.462	0.357	5.06264728608612e-25
"C3G"	0.35587316583147	5.12336550162597e-29	0.35587316583147	0.381	0.283	8.23478537076342e-25
"PlexA"	0.302876288613395	6.38369586603422e-29	0.302876288613395	0.55	0.449	1.02605143654768e-24
"Sytalpha"	0.325200614643967	8.17962352460811e-29	0.325200614643967	0.421	0.318	1.31471088911026e-24
"Trpm"	0.387532069761202	1.53616886212314e-28	0.387532069761202	0.324	0.234	2.46908421209052e-24
"mt:ATPase6"	0.43742110962755	1.73781488529863e-28	0.43742110962755	0.194	0.252	2.79318986514049e-24
"CHES-1-like"	0.314157645014546	1.78360719418066e-28	0.314157645014546	0.406	0.303	2.86679184320657e-24
"Pka-C3"	0.362650372107604	2.3441043402595e-28	0.362650372107604	0.417	0.314	3.7676789060991e-24
"mt:ND2"	0.268385588414283	3.28450222503103e-28	0.268385588414283	0.191	0.13	5.27918042629238e-24
"Snap24"	0.356788925772986	3.3550934145798e-28	0.356788925772986	0.329	0.239	5.39264164525412e-24
"CG42342"	0.337731632998148	4.08030892676542e-28	0.337731632998148	0.398	0.297	6.55828053799006e-24
"Pdk1"	0.355953310550952	6.00069914080073e-28	0.355953310550952	0.431	0.331	9.64492372900902e-24
"CG43102"	0.368076524928003	1.1069699881711e-27	0.368076524928003	0.301	0.212	1.77923286198741e-23
"da"	0.328292309995458	1.15662321455023e-27	0.328292309995458	0.484	0.382	1.85904049274658e-23
"nAChRalpha1"	0.265067683920984	1.41805342302638e-27	0.265067683920984	0.548	0.443	2.27923726683031e-23
"CG11873"	0.356920483678929	1.50913988307177e-27	0.356920483678929	0.477	0.379	2.42564053406126e-23
"Drl-2"	0.412101680121794	1.01641843186694e-26	0.412101680121794	0.18	0.109	1.63368934553973e-22
"CG3638"	0.327495241344431	1.29972256186163e-26	0.327495241344431	0.382	0.285	2.0890440736802e-22
"Rab26"	0.315841865887857	2.00461284218882e-26	0.315841865887857	0.506	0.412	3.22201422125009e-22
"Ca-beta"	0.292802338505967	2.90007284198021e-26	0.292802338505967	0.481	0.382	4.66128707891479e-22
"fend"	0.31653955129638	3.77234025181372e-26	0.31653955129638	0.532	0.434	6.06328248674019e-22
"CG14186"	0.280002279885167	4.72096935121231e-26	0.280002279885167	0.45	0.349	7.58801403820355e-22
"rgn"	0.373308631215835	5.52625676957027e-26	0.373308631215835	0.412	0.324	8.8823525057303e-22
"lap"	0.311258113334645	6.61918893864263e-26	0.311258113334645	0.487	0.392	1.06390223810803e-21
"Dsp1"	0.282663145930703	1.28779368358595e-25	0.282663145930703	0.612	0.521	2.0698707876277e-21
"sty"	0.346633421354771	1.36186379585324e-25	0.346633421354771	0.39	0.294	2.18892367907491e-21
"Dscam1"	0.312363887846595	1.5636739578056e-25	0.312363887846595	0.407	0.312	2.51329315238094e-21
"Khc-73"	0.269633697362662	1.66625779085355e-25	0.269633697362662	0.426	0.327	2.67817614723891e-21
"sif"	0.253226722661437	1.94219927196913e-25	0.253226722661437	0.563	0.463	3.12169688983598e-21
"Mid1"	0.300434886412923	2.09489579788194e-25	0.300434886412923	0.439	0.342	3.36712601593564e-21
"CG11319"	0.267630935058934	2.95508253507952e-25	0.267630935058934	0.573	0.472	4.74970415863331e-21
"PVRAP"	0.326808793731323	4.63759169316135e-25	0.326808793731323	0.436	0.342	7.45400112841824e-21
"ChT"	0.361352153053971	5.08416405302015e-25	0.361352153053971	0.311	0.234	8.17177688241929e-21
"mts"	0.300096270499737	9.91479022689675e-25	0.300096270499737	0.565	0.469	1.59360423316911e-20
"kug"	0.266159574474592	1.25533711092413e-24	0.266159574474592	0.131	0.074	2.01770333838836e-20
"X11Lbeta"	0.259957670706371	1.54721963275127e-24	0.259957670706371	0.478	0.379	2.48684611572111e-20
"CG8929"	0.311518378949512	2.43210722067885e-24	0.311518378949512	0.291	0.205	3.90912593579712e-20
"CG43901"	0.331758551701863	2.45442162699094e-24	0.331758551701863	0.281	0.198	3.94499188106254e-20
"mt:CoI"	0.77724252660591	4.3402871476955e-24	0.77724252660591	0.214	0.216	6.97614353249098e-20
"Usp7"	0.302471935977276	4.42091438129809e-24	0.302471935977276	0.392	0.301	7.10573568506043e-20
"smog"	0.278427977957284	4.93990064695367e-24	0.278427977957284	0.497	0.401	7.93990230984863e-20
"Galphaq"	0.311032736861948	5.23293919652842e-24	0.311032736861948	0.424	0.332	8.41090317058013e-20
"Pka-R1"	0.250560988027691	5.84620126407442e-24	0.250560988027691	0.581	0.482	9.39659929174682e-20
"lqf"	0.318819741356735	6.14341831492197e-24	0.318819741356735	0.414	0.321	9.87431625757408e-20
"CG43736"	0.300494243174462	6.95384197777749e-24	0.300494243174462	0.537	0.447	1.11769102108818e-19
"stau"	0.317677702414293	9.43199962255458e-24	0.317677702414293	0.307	0.224	1.5160052993332e-19
"Ndae1"	0.283528561237945	1.10006048758757e-23	0.283528561237945	0.436	0.342	1.7681272216995e-19
"Su(z)2"	0.33055367465638	1.32900901590342e-23	0.33055367465638	0.246	0.168	2.13611619126157e-19
"ens"	0.291599872338046	2.33630507658305e-23	0.291599872338046	0.372	0.281	3.75514314959194e-19
"Dg"	0.3307118833639	2.40350460652311e-23	0.3307118833639	0.302	0.22	3.86315295406459e-19
"sca"	0.27474799466386	2.45096798031525e-23	0.27474799466386	0.241	0.162	3.93944083476069e-19
"Cals"	0.260535244386767	3.30274699202018e-23	0.260535244386767	0.625	0.534	5.30850524027403e-19
"DopEcR"	0.253694691454946	3.5924496786866e-23	0.253694691454946	0.673	0.581	5.77414436855297e-19
"CG5890"	0.297596613519887	4.40919826951885e-23	0.297596613519887	0.408	0.315	7.08690437859765e-19
"Eip63E"	0.340476741226358	7.68781669218444e-23	0.340476741226358	0.408	0.318	1.2356627769348e-18
"skd"	0.261446054225276	1.91513332543078e-22	0.261446054225276	0.556	0.465	3.07819379396489e-18
"osa"	0.254788870250394	2.22839879978926e-22	0.254788870250394	0.541	0.449	3.58170539090128e-18
"CkIalpha"	0.270602122711354	3.7004775421637e-22	0.270602122711354	0.481	0.388	5.94777755351972e-18
"NAT1"	0.30868110671169	3.7767029203467e-22	0.30868110671169	0.492	0.407	6.07029460387325e-18
"upSET"	0.263499895623041	4.06223978488619e-22	0.263499895623041	0.544	0.453	6.52923800624758e-18
"Rbp9"	0.261552726713722	4.24162404643472e-22	0.261552726713722	0.39	0.299	6.81756232983453e-18
"bru2"	0.315443938238217	6.49602800242457e-22	0.315443938238217	0.312	0.23	1.0441065808297e-17
"CG31997"	0.286988185796982	7.84470777014587e-22	0.286988185796982	0.269	0.19	1.26087987989555e-17
"Hs3st-A"	0.253927791533899	8.72936823842454e-22	0.253927791533899	0.551	0.457	1.40307135696198e-17
"Dyb"	0.313489590459948	9.8259806045383e-22	0.313489590459948	0.381	0.294	1.57932986256744e-17
"meng"	0.27528239717409	1.06617980475443e-21	0.27528239717409	0.382	0.293	1.7136708001818e-17
"bchs"	0.338902939277504	1.24625555174715e-21	0.338902939277504	0.282	0.206	2.0031065483232e-17
"par-6"	0.294263247761909	1.55323614315764e-21	0.294263247761909	0.164	0.102	2.49651645289727e-17
"CG2186"	0.30330430786714	1.98919784312912e-21	0.30330430786714	0.216	0.145	3.19723769326143e-17
"BuGZ"	0.29068259937764	1.99944006343898e-21	0.29068259937764	0.408	0.324	3.21370001396547e-17
"mt:CoII"	0.483145014289829	1.09089975292434e-20	0.483145014289829	0.123	0.157	1.7534031728753e-16
"Dhc64C"	0.300145911576825	1.1909494749337e-20	0.300145911576825	0.276	0.204	1.91421309106093e-16
"Fs(2)Ket"	0.275760635837902	1.27914121265204e-20	0.275760635837902	0.431	0.345	2.05596367109563e-16
"CG13995"	0.304772427666601	1.51197869706129e-20	0.304772427666601	0.199	0.132	2.43020335978661e-16
"KrT95D"	0.265826965265276	1.52957333617069e-20	0.265826965265276	0.396	0.309	2.45848322322714e-16
"CG34357"	0.300606371143104	1.71520168797803e-20	0.300606371143104	0.223	0.152	2.75684367308708e-16
"Nedd4"	0.268497400752049	1.73867906460478e-20	0.268497400752049	0.18	0.115	2.79457886053926e-16
"Abl"	0.25325925683485	3.53311176887187e-20	0.25325925683485	0.485	0.4	5.67877054610776e-16
"fz2"	0.324074099373696	3.61585502856645e-20	0.324074099373696	0.311	0.233	5.81176378741486e-16
"zfh2"	0.396525161779869	3.68167480001012e-20	0.396525161779869	0.261	0.187	5.91755590605626e-16
"CG15097"	0.313561352926294	4.94132794195453e-20	0.313561352926294	0.158	0.099	7.94219640110352e-16
"unk"	0.256459568508271	5.88833787582252e-20	0.256459568508271	0.254	0.18	9.46432546780954e-16
"cv-c"	0.307843779423261	6.16622401354468e-20	0.307843779423261	0.389	0.311	9.91097185697036e-16
